ENSG00000000005
ENSG00000000938
ENSG00000000971
ENSG00000002586
ENSG00000002587
ENSG00000002726
ENSG00000002745
ENSG00000002933
ENSG00000003249
ENSG00000003436
ENSG00000004399
ENSG00000004468
ENSG00000004478
ENSG00000004776
ENSG00000004799
ENSG00000004939
ENSG00000005001
ENSG00000005073
ENSG00000005102
ENSG00000005108
ENSG00000005187
ENSG00000005249
ENSG00000005379
ENSG00000005381
ENSG00000005421
ENSG00000005471
ENSG00000005884
ENSG00000005961
ENSG00000006042
ENSG00000006071
ENSG00000006128
ENSG00000006453
ENSG00000006555
ENSG00000006611
ENSG00000006638
ENSG00000006652
ENSG00000006659
ENSG00000007062
ENSG00000007171
ENSG00000007216
ENSG00000007264
ENSG00000007312
ENSG00000007350
ENSG00000007516
ENSG00000007866
ENSG00000007908
ENSG00000007944
ENSG00000008196
ENSG00000008405
ENSG00000008438
ENSG00000008516
ENSG00000008517
ENSG00000008735
ENSG00000009694
ENSG00000009709
ENSG00000009765
ENSG00000009790
ENSG00000010030
ENSG00000010278
ENSG00000010282
ENSG00000010327
ENSG00000010379
ENSG00000010404
ENSG00000010438
ENSG00000010610
ENSG00000010671
ENSG00000010810
ENSG00000010932
ENSG00000011198
ENSG00000011201
ENSG00000011422
ENSG00000011465
ENSG00000011590
ENSG00000012124
ENSG00000012171
ENSG00000012223
ENSG00000012779
ENSG00000013297
ENSG00000013306
ENSG00000013588
ENSG00000013725
ENSG00000014914
ENSG00000015413
ENSG00000015479
ENSG00000015520
ENSG00000015592
ENSG00000016082
ENSG00000016490
ENSG00000017427
ENSG00000018189
ENSG00000018280
ENSG00000018408
ENSG00000018625
ENSG00000019102
ENSG00000019169
ENSG00000019186
ENSG00000019549
ENSG00000019582
ENSG00000019991
ENSG00000020181
ENSG00000020633
ENSG00000021355
ENSG00000021461
ENSG00000021645
ENSG00000021826
ENSG00000022267
ENSG00000022355
ENSG00000023445
ENSG00000024422
ENSG00000025434
ENSG00000025708
ENSG00000026508
ENSG00000026751
ENSG00000027075
ENSG00000027697
ENSG00000027869
ENSG00000028137
ENSG00000028277
ENSG00000029534
ENSG00000029559
ENSG00000030419
ENSG00000034510
ENSG00000035403
ENSG00000035664
ENSG00000035862
ENSG00000036448
ENSG00000036473
ENSG00000036530
ENSG00000036565
ENSG00000036672
ENSG00000037965
ENSG00000038427
ENSG00000038945
ENSG00000039319
ENSG00000039537
ENSG00000039560
ENSG00000039987
ENSG00000041353
ENSG00000041982
ENSG00000042062
ENSG00000042493
ENSG00000042781
ENSG00000042832
ENSG00000042980
ENSG00000043462
ENSG00000044012
ENSG00000044524
ENSG00000044574
ENSG00000047365
ENSG00000047597
ENSG00000047648
ENSG00000047662
ENSG00000048462
ENSG00000049192
ENSG00000049247
ENSG00000049249
ENSG00000049323
ENSG00000049540
ENSG00000049768
ENSG00000050165
ENSG00000050730
ENSG00000050820
ENSG00000051108
ENSG00000052344
ENSG00000053108
ENSG00000053328
ENSG00000053438
ENSG00000053747
ENSG00000054654
ENSG00000054793
ENSG00000054796
ENSG00000055118
ENSG00000055163
ENSG00000055483
ENSG00000055732
ENSG00000056558
ENSG00000056736
ENSG00000057657
ENSG00000057935
ENSG00000058085
ENSG00000059728
ENSG00000059804
ENSG00000060558
ENSG00000060566
ENSG00000060709
ENSG00000060718
ENSG00000061273
ENSG00000061918
ENSG00000062282
ENSG00000062716
ENSG00000063127
ENSG00000064195
ENSG00000064201
ENSG00000064205
ENSG00000064270
ENSG00000064300
ENSG00000064601
ENSG00000064787
ENSG00000064886
ENSG00000064989
ENSG00000065154
ENSG00000065325
ENSG00000065357
ENSG00000065361
ENSG00000065534
ENSG00000065609
ENSG00000065618
ENSG00000065809
ENSG00000065883
ENSG00000066279
ENSG00000066294
ENSG00000066336
ENSG00000066405
ENSG00000066468
ENSG00000066827
ENSG00000066923
ENSG00000066926
ENSG00000067048
ENSG00000067082
ENSG00000067113
ENSG00000067141
ENSG00000067606
ENSG00000067840
ENSG00000068615
ENSG00000068796
ENSG00000068976
ENSG00000069011
ENSG00000069020
ENSG00000069482
ENSG00000069493
ENSG00000069535
ENSG00000069667
ENSG00000069696
ENSG00000069702
ENSG00000069812
ENSG00000069974
ENSG00000070019
ENSG00000070031
ENSG00000070081
ENSG00000070087
ENSG00000070182
ENSG00000070190
ENSG00000070371
ENSG00000070388
ENSG00000071073
ENSG00000071282
ENSG00000071575
ENSG00000071909
ENSG00000071991
ENSG00000072042
ENSG00000072110
ENSG00000072163
ENSG00000072182
ENSG00000072195
ENSG00000072201
ENSG00000072274
ENSG00000072571
ENSG00000072682
ENSG00000072694
ENSG00000072818
ENSG00000072832
ENSG00000072858
ENSG00000072954
ENSG00000073067
ENSG00000073150
ENSG00000073605
ENSG00000073712
ENSG00000073737
ENSG00000073754
ENSG00000073756
ENSG00000073861
ENSG00000073910
ENSG00000074219
ENSG00000074276
ENSG00000074317
ENSG00000074370
ENSG00000074410
ENSG00000074416
ENSG00000074590
ENSG00000074706
ENSG00000074803
ENSG00000074966
ENSG00000075043
ENSG00000075213
ENSG00000075218
ENSG00000075223
ENSG00000075426
ENSG00000075618
ENSG00000075643
ENSG00000075826
ENSG00000075891
ENSG00000075945
ENSG00000076043
ENSG00000076356
ENSG00000076554
ENSG00000076662
ENSG00000076706
ENSG00000076716
ENSG00000076864
ENSG00000076944
ENSG00000077009
ENSG00000077044
ENSG00000077097
ENSG00000077150
ENSG00000077264
ENSG00000077274
ENSG00000077279
ENSG00000077420
ENSG00000077498
ENSG00000077522
ENSG00000077942
ENSG00000077943
ENSG00000077984
ENSG00000078053
ENSG00000078081
ENSG00000078114
ENSG00000078401
ENSG00000078549
ENSG00000078589
ENSG00000078596
ENSG00000078687
ENSG00000078725
ENSG00000078804
ENSG00000078814
ENSG00000078898
ENSG00000079102
ENSG00000079112
ENSG00000079257
ENSG00000079263
ENSG00000079385
ENSG00000079393
ENSG00000079557
ENSG00000079689
ENSG00000079691
ENSG00000079819
ENSG00000079931
ENSG00000080166
ENSG00000080224
ENSG00000080293
ENSG00000080493
ENSG00000080546
ENSG00000080572
ENSG00000080573
ENSG00000080644
ENSG00000080819
ENSG00000080824
ENSG00000081041
ENSG00000081051
ENSG00000081052
ENSG00000081059
ENSG00000081181
ENSG00000081189
ENSG00000081248
ENSG00000081842
ENSG00000081985
ENSG00000082014
ENSG00000082074
ENSG00000082146
ENSG00000082196
ENSG00000082293
ENSG00000082397
ENSG00000082556
ENSG00000082684
ENSG00000083454
ENSG00000083782
ENSG00000083857
ENSG00000084110
ENSG00000084453
ENSG00000084636
ENSG00000084674
ENSG00000084764
ENSG00000085265
ENSG00000085514
ENSG00000085563
ENSG00000085733
ENSG00000085741
ENSG00000086062
ENSG00000086205
ENSG00000086288
ENSG00000086506
ENSG00000086548
ENSG00000086696
ENSG00000086717
ENSG00000086730
ENSG00000086967
ENSG00000087074
ENSG00000087128
ENSG00000087237
ENSG00000087245
ENSG00000087250
ENSG00000087303
ENSG00000087494
ENSG00000087510
ENSG00000087586
ENSG00000087589
ENSG00000088053
ENSG00000088179
ENSG00000088325
ENSG00000088386
ENSG00000088387
ENSG00000088726
ENSG00000088826
ENSG00000088827
ENSG00000089012
ENSG00000089127
ENSG00000089199
ENSG00000089356
ENSG00000089472
ENSG00000089685
ENSG00000089692
ENSG00000090104
ENSG00000090339
ENSG00000090376
ENSG00000090382
ENSG00000090402
ENSG00000090554
ENSG00000090659
ENSG00000090674
ENSG00000090975
ENSG00000091136
ENSG00000091137
ENSG00000091138
ENSG00000091181
ENSG00000091409
ENSG00000091513
ENSG00000091583
ENSG00000091656
ENSG00000091879
ENSG00000091972
ENSG00000091986
ENSG00000092009
ENSG00000092067
ENSG00000092068
ENSG00000092345
ENSG00000092421
ENSG00000092529
ENSG00000092758
ENSG00000093072
ENSG00000093134
ENSG00000094755
ENSG00000095110
ENSG00000095303
ENSG00000095397
ENSG00000095585
ENSG00000095596
ENSG00000095627
ENSG00000095739
ENSG00000095752
ENSG00000095777
ENSG00000095794
ENSG00000095917
ENSG00000095932
ENSG00000095970
ENSG00000096006
ENSG00000096264
ENSG00000096395
ENSG00000096696
ENSG00000096872
ENSG00000099139
ENSG00000099204
ENSG00000099250
ENSG00000099337
ENSG00000099617
ENSG00000099715
ENSG00000099812
ENSG00000099834
ENSG00000099840
ENSG00000099860
ENSG00000099864
ENSG00000099866
ENSG00000099869
ENSG00000099953
ENSG00000099958
ENSG00000099985
ENSG00000099994
ENSG00000099998
ENSG00000100024
ENSG00000100033
ENSG00000100055
ENSG00000100079
ENSG00000100097
ENSG00000100100
ENSG00000100146
ENSG00000100170
ENSG00000100219
ENSG00000100234
ENSG00000100292
ENSG00000100298
ENSG00000100300
ENSG00000100302
ENSG00000100311
ENSG00000100312
ENSG00000100320
ENSG00000100321
ENSG00000100351
ENSG00000100362
ENSG00000100385
ENSG00000100448
ENSG00000100450
ENSG00000100453
ENSG00000100490
ENSG00000100504
ENSG00000100526
ENSG00000100557
ENSG00000100558
ENSG00000100565
ENSG00000100583
ENSG00000100592
ENSG00000100600
ENSG00000100604
ENSG00000100628
ENSG00000100629
ENSG00000100721
ENSG00000100739
ENSG00000100867
ENSG00000100906
ENSG00000100968
ENSG00000100979
ENSG00000100985
ENSG00000100987
ENSG00000101004
ENSG00000101017
ENSG00000101076
ENSG00000101082
ENSG00000101096
ENSG00000101144
ENSG00000101160
ENSG00000101162
ENSG00000101180
ENSG00000101197
ENSG00000101198
ENSG00000101200
ENSG00000101203
ENSG00000101224
ENSG00000101255
ENSG00000101276
ENSG00000101307
ENSG00000101311
ENSG00000101335
ENSG00000101347
ENSG00000101353
ENSG00000101384
ENSG00000101425
ENSG00000101439
ENSG00000101443
ENSG00000101460
ENSG00000101470
ENSG00000101474
ENSG00000101605
ENSG00000101695
ENSG00000101746
ENSG00000101825
ENSG00000101883
ENSG00000101951
ENSG00000101955
ENSG00000102003
ENSG00000102007
ENSG00000102010
ENSG00000102024
ENSG00000102053
ENSG00000102055
ENSG00000102096
ENSG00000102109
ENSG00000102145
ENSG00000102174
ENSG00000102195
ENSG00000102243
ENSG00000102245
ENSG00000102265
ENSG00000102287
ENSG00000102316
ENSG00000102349
ENSG00000102385
ENSG00000102393
ENSG00000102445
ENSG00000102468
ENSG00000102471
ENSG00000102524
ENSG00000102554
ENSG00000102575
ENSG00000102606
ENSG00000102755
ENSG00000102760
ENSG00000102794
ENSG00000102804
ENSG00000102837
ENSG00000102854
ENSG00000102891
ENSG00000102935
ENSG00000102962
ENSG00000102970
ENSG00000103023
ENSG00000103034
ENSG00000103056
ENSG00000103064
ENSG00000103067
ENSG00000103089
ENSG00000103154
ENSG00000103175
ENSG00000103187
ENSG00000103196
ENSG00000103241
ENSG00000103257
ENSG00000103313
ENSG00000103316
ENSG00000103355
ENSG00000103375
ENSG00000103479
ENSG00000103522
ENSG00000103569
ENSG00000103710
ENSG00000103740
ENSG00000103742
ENSG00000103811
ENSG00000103888
ENSG00000104044
ENSG00000104067
ENSG00000104093
ENSG00000104213
ENSG00000104267
ENSG00000104321
ENSG00000104327
ENSG00000104332
ENSG00000104368
ENSG00000104371
ENSG00000104413
ENSG00000104415
ENSG00000104419
ENSG00000104435
ENSG00000104490
ENSG00000104499
ENSG00000104537
ENSG00000104549
ENSG00000104660
ENSG00000104722
ENSG00000104763
ENSG00000104765
ENSG00000104818
ENSG00000104827
ENSG00000104833
ENSG00000104856
ENSG00000104870
ENSG00000104892
ENSG00000104894
ENSG00000104903
ENSG00000104918
ENSG00000104921
ENSG00000104938
ENSG00000104951
ENSG00000104953
ENSG00000104970
ENSG00000104998
ENSG00000105048
ENSG00000105088
ENSG00000105137
ENSG00000105198
ENSG00000105205
ENSG00000105223
ENSG00000105246
ENSG00000105251
ENSG00000105255
ENSG00000105270
ENSG00000105289
ENSG00000105327
ENSG00000105357
ENSG00000105369
ENSG00000105370
ENSG00000105374
ENSG00000105388
ENSG00000105398
ENSG00000105426
ENSG00000105472
ENSG00000105507
ENSG00000105509
ENSG00000105520
ENSG00000105609
ENSG00000105610
ENSG00000105643
ENSG00000105664
ENSG00000105675
ENSG00000105697
ENSG00000105707
ENSG00000105711
ENSG00000105717
ENSG00000105784
ENSG00000105825
ENSG00000105835
ENSG00000105852
ENSG00000105877
ENSG00000105894
ENSG00000105928
ENSG00000105939
ENSG00000105971
ENSG00000105974
ENSG00000105989
ENSG00000105993
ENSG00000106018
ENSG00000106025
ENSG00000106066
ENSG00000106078
ENSG00000106089
ENSG00000106123
ENSG00000106125
ENSG00000106128
ENSG00000106178
ENSG00000106211
ENSG00000106236
ENSG00000106278
ENSG00000106333
ENSG00000106341
ENSG00000106366
ENSG00000106384
ENSG00000106479
ENSG00000106483
ENSG00000106484
ENSG00000106536
ENSG00000106537
ENSG00000106538
ENSG00000106541
ENSG00000106546
ENSG00000106565
ENSG00000106571
ENSG00000106624
ENSG00000106631
ENSG00000106688
ENSG00000106714
ENSG00000106780
ENSG00000106809
ENSG00000106819
ENSG00000106829
ENSG00000106927
